ticker_a,ticker_b,sector,pvalue,test_stat,hedge_ratio,intercept,half_life,n_obs,orientation
EIX,FE,utilities,0.10044701107375503,-3.0424932302565386,0.7464395838821756,23.895407732071032,32.71808672657593,757,EIX on FE
CB,COF,financials,0.10053935725238666,-3.042076801694184,0.6136904818216959,79.4274324094146,34.69829725019465,757,CB on COF
LNT,AEE,utilities,0.101364254527257,-3.038369787055384,0.7694948538724029,-6.985654532133353,10.059614649114454,757,LNT on AEE
PGR,TROW,financials,0.10175872994106255,-3.036605120645444,0.3029361270673011,39.5721362749361,34.43215161753013,757,PGR on TROW
HBAN,CB,financials,0.10184498592998253,-3.0362199487456687,0.0843340785626247,-1.5180380914992675,27.732829570167578,757,HBAN on CB
MA,AJG,financials,0.10235103729355205,-3.033965158234441,1.5543964988428194,138.3755015298791,31.248004175213485,757,MA on AJG
TRV,MET,financials,0.10434280311072003,-3.0251715018523955,1.72128299774414,51.15680015924918,23.675598239623834,757,TRV on MET
TRV,USB,financials,0.10638593930493379,-3.0162815075499854,2.1515222095831055,37.47322543167263,30.24422055705917,757,TRV on USB
ALL,FITB,financials,0.10654739552489106,-3.0155844772109033,1.6447695729928846,54.06364919969677,40.824006022196244,757,ALL on FITB
WEC,XEL,utilities,0.10838724541480405,-3.0076969989379134,1.2785324753320633,6.0532441794561125,15.140576076716176,757,WEC on XEL
HAL,FANG,energy,0.10994821394819981,-3.0010833277009272,0.20128838689196943,6.044970710612383,73.62104718642932,757,HAL on FANG
NRG,PEG,utilities,0.11001729775583019,-3.0007922522610735,0.5193023581494239,7.043554608150123,30.283910575262187,757,NRG on PEG
ICE,AMP,financials,0.11011599026469465,-3.0003766611569462,0.27224661161895486,47.34333686188636,29.496753130530625,757,ICE on AMP
AEE,DUK,utilities,0.11014665268415474,-3.0002475992805104,0.674599358810572,16.22261396517365,20.236889020973482,757,AEE on DUK
XEL,PNW,utilities,0.11303907827588772,-2.9881916429133684,-0.12416470609211619,60.60334130244512,30.068729719328303,757,XEL on PNW
PNC,FITB,financials,0.11322326822702516,-2.9874317278962077,4.142169560531063,20.226565207447432,30.07225577933577,757,PNC on FITB
RF,SCHW,financials,0.11331802843000688,-2.9870411321378314,0.22186425842528004,2.22964281355875,30.96868155509401,757,RF on SCHW
MA,V,financials,0.1136398076173441,-2.9857165856933015,1.7922614811144935,-35.784195270129175,19.42466716840233,757,MA on V
MET,COF,financials,0.11508001871040363,-2.9798220827260504,0.2736209790235932,14.860725119667562,28.828761602256705,757,MET on COF
ALL,NTRS,financials,0.11554997499921427,-2.9779104750823886,0.9028669373656595,20.156612907972708,31.5307873617827,757,ALL on NTRS
AXP,BAC,financials,0.1159391106025075,-2.9763319658144645,3.7966852665616084,11.678169230170571,25.212214408245075,757,AXP on BAC
WEC,CNP,utilities,0.11645135011310731,-2.9742600538219217,-0.5494552041210873,84.85954447856558,25.994215938198387,757,WEC on CNP
WEC,PNW,utilities,0.1177301491182996,-2.969116775520972,-0.11836334639748505,80.95246078600633,26.921255686170205,757,WEC on PNW
ED,NI,utilities,0.11877450847735815,-2.9649468815064077,2.3497050277871883,14.83609263915686,17.246083851372653,757,ED on NI
JPM,CB,financials,0.1195154214298757,-2.962004921867043,1.0062100450775275,-30.40921906462467,33.155805640641546,757,JPM on CB
KMI,FANG,energy,0.11958433269630087,-2.9617319768725694,0.06324655757827659,8.435223464516072,31.51951558768935,757,KMI on FANG
BKR,TRGP,energy,0.12019971586567724,-2.9592996667908387,0.3036535274780965,9.139870631789977,27.739964138945428,757,BKR on TRGP
SLB,OXY,energy,0.12102149797379197,-2.9560657807145896,0.4748997660371936,11.583258082088166,35.987342122625826,757,SLB on OXY
AON,GS,financials,0.12117333320001161,-2.9554700417073327,0.497967227551265,92.63175113490624,29.273520277824062,757,AON on GS
ALL,MSCI,financials,0.12125815870201018,-2.9551374595975677,0.07480803975965859,67.34952381296786,48.629716692174796,757,ALL on MSCI
